id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_1311,"MSI H110M PRO-VH Plus","MSI H110M PRO-VH Plus 
 
 
MSI H110M PRO-VH Plus 
Mô tả sản phẩm 
 
Supports 6th Gen Intel® Core™ / Pentium® / Celeron® processors for LGA 1151 socket 
Supports DDR4-2133 Memory 
DDR4 Boost: Give your DDR4 memory a performance boost 
USB 3.1 Gen1 + SATA 6Gb/s 
VGA Armor: Reinforced Armor slot 
Click BIOS: Secure and Reliable UEFI BIOS solution 
Audio Boost: Reward your ears with studio grade sound quality 
Military Class 4: Top Quality & Stability 
Guard-Pro: Improved Protection and Power Efficiency 
EZ Debug LED: Easiest way to troubleshoot 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/5050-1-1.png,http://shopacg.bmic.edu.vn/san-pham/msi-h110m-pro-vh-plus/,"MAIN - BO MẠCH CHỦ","Shop Linh Kiện Máy Tính",1599000VND,in stock,wc_post_id_1311,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1311,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599000VND,new,published,,
wc_post_id_1308,"Chuột DAREU LM130 (MULTI-LED, USB)","Chuột DAREU LM130 (MULTI-LED, USB) 
 
 
Chuột DAREU LM130 (MULTI-LED, USB) 
 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/6595.jpg,http://shopacg.bmic.edu.vn/san-pham/chuot-dareu-lm130-multi-led-usb/,"CHUỘT MÁY TÍNH","Shop Linh Kiện Máy Tính",199000VND,in stock,wc_post_id_1308,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1308,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,199000VND,new,published,,
wc_post_id_1305,"XIGMATEK VENOM (EN41497) - XIGMATEK X9 (EP0001) - RED LED, 15 LIGHT","XIGMATEK VENOM (EN41497) - XIGMATEK X9 (EP0001) - RED LED, 15 LIGHT 
XIGMATEK VENOM (EN41497) - XIGMATEK X9 (EP0001) - RED LED, 15 LIGHT 
 
 
Mô tả sản phẩm 
 
'Vật liệu: SECC phủ đen, Plastic ABS, Nhựa trong suốt 
Kích thước: 442 x 210 x 455 mm 
Hỗ trợ: 2.5 '' x 3 / 3.5'' x 3 
Khe mở rộng: 7 slots 
Hỗ trợ Mainboard: E-ATX, ATX, Micro-ATX, ITX 
Cổng kết nối: USB3.0 x 1 - USB2.0 x2 - Audio in/out x 1 (HD Audio) 
Hỗ trợ tản nhiệt CPU 160mm 
Hỗ trợ VGA 380mm2 MẶT KÍNH CƯỜNG LỰC (TRƯỚC & HÔNG TRÁI)' 
 
 
 
 
QUÀ TẶNG 
3 fan XIGMATEK X9 (EP0001) - RED LED, 15 LIGHT 
 
X 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/7573.jpg,http://shopacg.bmic.edu.vn/san-pham/xigmatek-venom-en41497-xigmatek-x9-ep0001-red-led-15-light/,"CASE - VỎ MÁY TÍNH","Shop Linh Kiện Máy Tính",1099000VND,in stock,wc_post_id_1305,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1305,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1099000VND,new,published,,
wc_post_id_1299,"Bàn phím chuột không dây DAREU LK186G","Bàn phím chuột không dây DAREU LK186G 
 
 
Bàn phím chuột không dây DAREU LK186G 
Mô tả sản phẩm 
 
 
 
Sóng 2.4G 
 
BÀN PHÍM 
104 key 
Pin 01* AA 
Kích thước: 441*125.4*35mm 
 
CHUỘT 
Pin 01* AA 
Kích thước: 96.4*56.5*37.6mm 
 
 
 
X 
 
X 
 
X 
 
X 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/6931-e1587891338573.png,http://shopacg.bmic.edu.vn/san-pham/ban-phim-chuot-khong-day-dareu-lk186g/,"BÀN PHÍM","Shop Linh Kiện Máy Tính",299000VND,in stock,wc_post_id_1299,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1299,"http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/6932.png,http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/6933.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,299000VND,new,published,,
wc_post_id_1294,"Intel Core i5-9600K Coffee Lake 6-Core 3.7 GHz (4.6 GHz Turbo) LGA 1151","Intel Core i5-9600K Coffee Lake 6-Core 3.7 GHz (4.6 GHz Turbo) LGA 1151 
 
 
Intel Core i5-9600K Coffee Lake 6-Core 3.7 GHz (4.6 GHz Turbo) LGA 1151 
 
Mô tả chi tiết 
 
Model 
 
Brand                                                                  Intel 
 
Processors Type                                                  Desktop 
 
Series                                                                  Core i5 9th Gen 
 
Name                                                                  Intel Core i5-9600K 
 
Model                                                                 BX80684I59600K 
 
Details 
 
CPU Socket Type                                               LGA 1151 (300 Series) 
 
Core Name                                                          Coffee Lake 
 
# of Cores                                                           6-Core 
 
# of Threads                                                        6 
 
Operating Frequency                                          3.7 GHz 
 
Max Turbo Frequency                                        4.6 GHz 
 
L3 Cache                                                            9MB 
 
Manufacturing Tech                                           14nm 
 
64-Bit Support                                                    Yes 
 
Memory Types                                                    DDR4 
 
Memory Channel 
 
Virtualization Technology Support                    Yes 
 
Integrated Graphics                                            Intel HD Graphics 630 
 
Graphics Base Frequency                                   350 MHz 
 
Graphics Max Dynamic Frequency                    1.2 GHz 
 
PCI Express Revision                                         3.0 
 
Max Number of PCI Express Lanes                  24 
 
Thermal Design Power                                       95W 
 
Cooling Device                                                   Cooling device not included - Processor Only 
 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/7510.jpg,http://shopacg.bmic.edu.vn/san-pham/intel-core-i5-9600k-coffee-lake-6-core-3-7-ghz-4-6-ghz-turbo-lga-1151/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",5889000VND,in stock,wc_post_id_1294,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1294,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5889000VND,new,published,,
wc_post_id_1291,"Intel® Pentium® G5400 (4M, 3,70 GHz)","Intel® Pentium® G5400 (4M, 3,70 GHz) 
 
 
 
Intel® Pentium® G5400 (4M, 3,70 GHz) 
 
 
 
Mô tả chi tiết 
 
 
Hãng sản xuất 
INTEL 
 
 
Chủng loại 
CPU Intel Pentium G5400 
 
 
Dòng CPU 
CPU Intel Pentium G5400 Socket 1151 
 
 
Tốc độ 
3.7 GHz 
 
 
Bus Ram hỗ trợ 
DDR4 2400 
 
 
Nhân CPU 
2 Core 
 
 
Luồng CPU 
4 Threads 
 
 
Bộ nhớ đệm 
4 MB 
 
 
Đồ họa bộ xử lý 
HD 610 Series Graphics 
 
 
Dây truyền công nghệ 
14 nm 
 
 
Phụ kiện đi kèm 
Hộp , quạt tản nhiệt , sách hướng dẫn 
 
 
 
 
 
Intel® pentium® g5400, 3, 70 ghz) 
Dịch và tra từ điển trên Word, PDF...",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/7428.jpg,http://shopacg.bmic.edu.vn/san-pham/intel-pentium-g5400-4m-370-ghz/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",1439000VND,in stock,wc_post_id_1291,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1291,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1439000VND,new,published,,
wc_post_id_1288,"Intel® Pentium® Processor G4560 (3M Cache, 3.50 GHz)","Intel® Pentium® Processor G4560 (3M Cache, 3.50 GHz) 
 
 
Intel® Pentium® Processor G4560 (3M Cache, 3.50 GHz) 
 
Mô tả sản phẩm: 
 
 
 
Sản phẩm 
Bộ vi xử lý (CPU) 
 
 
Hãng sản xuất 
Intel 
 
 
Mã CPU 
G4560 
 
 
Dòng CPU 
Pentium Kabylake 
 
 
Socket 
LGA1151 
 
 
Tốc độ 
3.5Ghz 
 
 
Tốc độ Tubor tối đa 
Không có 
 
 
Cache 
3Mb 
 
 
Nhân CPU 
2 Core 
 
 
Luồng CPU 
4 Threads 
 
 
VXL đồ họa 
Intel® HD Graphics 610 
 
 
Dây chuyền công nghệ 
14nm 
 
 
Điện áp tiêu thụ tối đa 
54W 
 
 
Tính năng khác 
Đang cập nhật 
 
 
Kiểu đóng gói 
Box 
 
 
 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/4799.jpg,http://shopacg.bmic.edu.vn/san-pham/intel-pentium-processor-g4560-3m-cache-3-50-ghz/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",1999000VND,in stock,wc_post_id_1288,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1288,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1999000VND,new,published,,
wc_post_id_1285,"Intel Core i7-9700KF (3.6GHz turbo up to 4.9GHz, 12MB Cache)","Intel Core i7-9700KF (3.6GHz turbo up to 4.9GHz, 12MB Cache) 
 
 
Intel Core i7-9700KF (3.6GHz turbo up to 4.9GHz, 12MB Cache) 
 
THÔNG SỐ KỸ THUẬT 
 
 
 
Hãng sản xuất 
Intel 
 
 
Chủng loại 
Core™ i7-9700KF 
 
 
Dòng CPU 
9th Generation Intel® Core™ i7 Processors 
 
 
Tốc độ 
Processor Base Frequency: 3.60 GHz 
 
 
Max Turbo Frequency: 4.90 GHz 
 
 
Nhân CPU 
8 
 
 
Luồng CPU 
8 
 
 
Bộ nhớ đệm 
12 MB SmartCache 
 
 
Hỗ trợ socket 
FCLGA1151 
 
 
Bus Ram hỗ trợ 
DDR4-2666 
 
 
Dung lượng bộ nhớ tối đa (tùy vào loại bộ nhớ) 
64 GB 
 
 
Số Kênh Bộ Nhớ Tối Đa 
2 
 
 
Hỗ trợ bộ nhớ ECC 
Không 
 
 
Xử lý đồ họa 
Không có 
 
 
Số cổng PCI Express tối đa 
16 
 
 
Công nghệ 
Tập lệnh mở rộng: Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2 
 
 
Hỗ trợ bộ nhớ Intel® Optane ™ 
 
 
Intel® Turbo Boost Technology  2.0 
 
 
Công nghệ ảo hóa Intel® (VT-x) 
 
 
Intel® Virtualization Technology for Directed I/O (VT-d) 
 
 
Intel® VT-x with Extended Page Tables (EPT) 
 
 
Intel® 64 
 
 
Idle States 
 
 
Enhanced Intel SpeedStep® Technology 
 
 
Thermal Monitoring Technologies 
 
 
Intel® Identity Protection Technology 
 
 
Bảo mật & độ tin cậy 
Intel® AES New Instructions 
 
 
Secure Key 
 
 
Intel® Software Guard Extensions (Intel® SGX): with Intel® ME 
 
 
Intel® Memory Protection Extensions (Intel® MPX) 
 
 
Intel® OS Guard 
 
 
Execute Disable Bit 
 
 
Intel® Boot Guard 
 
 
Dây truyền công nghệ 
14 nm 
 
 
TDP 
95W 
 
 
 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/10410.jpg,http://shopacg.bmic.edu.vn/san-pham/intel-core-i7-9700kf-3-6ghz-turbo-up-to-4-9ghz-12mb-cache/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",9349000VND,in stock,wc_post_id_1285,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1285,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,9349000VND,new,published,,
wc_post_id_1282,"Intel® Core ™ i7-6850K Processor (No Fan)","Intel® Core ™ i7-6850K Processor (No Fan) 
 
 
Intel® Core ™ i7-6850K Processor (No Fan) 
Essentials 
  
 
  Vertical SegmentDesktop 
  Processor Numberi7-6850K 
  StatusLaunched 
  Launch DateQ2’16 
  Lithography14 nm 
 
Performance 
 
  # of Cores6 
  # of Threads12 
  Processor Base Frequency3.60 GHz 
  Max Turbo Frequency3.80 GHz 
  Cache15 MB 
  Intel® Turbo Boost Max Technology 3.0 Frequency ‡4.00 GHz 
  TDP140 W 
 
Memory Specifications 
 
  Max Memory Size (dependent on memory type)128 GB 
  Memory TypesDDR4 2400/2133 
  Max # of Memory Channels4 
  ECC Memory Supported ‡No 
 
Graphics Specifications 
 
  Processor Graphics ‡None 
 
Expansion Options 
 
  Scalability1S Only 
  PCI Express Revision3.0 
  Max # of PCI Express Lanes40 
 
Package Specifications 
 
  Sockets SupportedFCLGA2011-3 
  Max CPU Configuration1 
  Low Halogen Options AvailableSee MDDS 
 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/3936.jpg,http://shopacg.bmic.edu.vn/san-pham/intel-core-i7-6850k-processor-no-fan/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",10349000VND,in stock,wc_post_id_1282,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1282,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,10349000VND,new,published,,
wc_post_id_1279,"Intel Celeron G4900 3.1Ghz / 2MB / Socket 1151 (Coffee Lake )","Intel Celeron G4900 3.1Ghz / 2MB / Socket 1151 (Coffee Lake ) 
Intel Celeron G4900 3.1Ghz / 2MB / Socket 1151 (Coffee Lake ) 
Thông số kỹ thuật 
 
 
 
 
Hãng sản xuất 
 
 
INTEL 
 
 
 
 
Chủng loại 
 
 
CPU Intel Celeron G4900 
 
 
 
 
Dòng CPU 
 
 
CPU Intel Celeron G4900 Socket 1151 
 
 
 
 
Tốc độ 
 
 
3.1 GHz 
 
 
 
 
Bus Ram hỗ trợ 
 
 
DDR4 2133… 
 
 
 
 
Nhân CPU 
 
 
2 Core 
 
 
 
 
Luồng CPU 
 
 
2 Threads 
 
 
 
 
Bộ nhớ đệm 
 
 
2 MB 
 
 
 
 
Đồ họa bộ xử lý 
 
 
HD 610 Series Graphics 
 
 
 
 
Dây truyền công nghệ 
 
 
14 nm 
 
 
 
 
Phụ kiện đi kèm 
 
 
Hộp , quạt tản nhiệt , sách hướng dẫn 
 
 
 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/6642.jpg,http://shopacg.bmic.edu.vn/san-pham/intel-celeron-g4900-3-1ghz-2mb-socket-1151-coffee-lake/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",1179000VND,in stock,wc_post_id_1279,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1279,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1179000VND,new,published,,
wc_post_id_1276,"AMD Ryzen 3 2200G 3.5 GHz (3.7 GHz with boost) / 6MB / 4 cores 4 threads / Radeon Vega 8 / socket AM4","AMD Ryzen 3 2200G 3.5 GHz (3.7 GHz with boost) / 6MB / 4 cores 4 threads / Radeon Vega 8 / socket AM4 
AMD Ryzen 3 2200G 3.5 GHz (3.7 GHz with boost) / 6MB / 4 cores 4 threads / Radeon Vega 8 / socket AM4 
 
Learn more about AMD Ryzen 3 2200G 
 
Model 
 
Brand                                       AMD 
 
Processors Type                       Desktop 
 
Series                                        Ryzen 3 
 
Name                                        AMD Ryzen 3 2200G 
 
Model                                       YD2200C5FBBOX 
 
Details 
 
CPU Socket Type                     Socket AM4 
 
Core Name                               Raven Ridge 
 
# of Cores                                 Quad-Core 
 
# of Threads                             4 
 
Operating Frequency                3.5 GHz 
 
Max Turbo Frequency              3.7 GHz 
 
L2 Cache                                  2MB 
 
L3 Cache                                  4MB 
 
Manufacturing Tech                 14nm 
 
64-Bit Support                         Yes 
 
Integrated Graphics                  Radeon Vega 8 Graphics 
 
Graphics Base Frequency         1100 MHz 
 
PCI Express Revision               3.0 
 
Thermal Design Power             65W 
 
Cooling Device                         Heatsink and fan included 
 
Group 
 
Options                                    Ryzen 3 2200G 
 
Cooling Devices                        Liquid Cooler 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/6551.jpg,http://shopacg.bmic.edu.vn/san-pham/amd-ryzen-3-2200g-3-5-ghz-3-7-ghz-with-boost-6mb-4-cores-4-threads-radeon-vega-8-socket-am4/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",2049000VND,in stock,wc_post_id_1276,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1276,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2049000VND,new,published,,
wc_post_id_1273,"AMD RYZEN 5 2600X 6-Core 3.6 GHz (4.2 GHz Max Boost) Socket AM4","AMD RYZEN 5 2600X 6-Core 3.6 GHz (4.2 GHz Max Boost) Socket AM4 
AMD RYZEN 5 2600X 6-Core 3.6 GHz (4.2 GHz Max Boost) Socket AM4 
 
AMD Ryzen 5 2600X 
 
Model 
 
Brand                                                                          AMD 
 
Processors Type                                                            Desktop 
 
Series                                                                          Ryzen 5 
 
Name                                                                          AMD Ryzen 5 2600X 
 
Model                                                                         YD260XBCAFBOX 
 
Details 
 
CPU Socket Type                                                          Socket AM4 
 
Core Name                                                                   Pinnacle Ridge 
 
# of Cores                                                                    6-Core 
 
# of Threads                                                                 12 
 
Operating Frequency                                                      3.6 GHz 
 
Max Turbo Frequency                                                    4.2 GHz 
 
L1 Cache                                                                     576KB 
 
L2 Cache                                                                     3MB 
 
L3 Cache                                                                     16MB 
 
Manufacturing Tech                                                       12nm 
 
64-Bit Support                                                              Yes 
 
Hyper-Threading Support                                                Yes 
 
Memory Types                                                              DDR4-2933 
 
Memory Channel                                                           2 
 
Virtualization Technology Support                                   Yes 
 
PCI Express Revision                                                    3.0 
 
Max Number of PCI Express Lanes                                  16 
 
Thermal Design Power                                                   95W 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/5203-1.jpg,http://shopacg.bmic.edu.vn/san-pham/amd-ryzen-5-2600x-6-core-3-6-ghz-4-2-ghz-max-boost-socket-am4/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",4389000VND,in stock,wc_post_id_1273,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1273,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4389000VND,new,published,,
wc_post_id_1270,"AMD RYZEN 5 2600 6-Core 3.4 GHz (3.9 GHz Max Boost) Socket AM4","AMD RYZEN 5 2600 6-Core 3.4 GHz (3.9 GHz Max Boost) Socket AM4 
AMD RYZEN 5 2600 6-Core 3.4 GHz (3.9 GHz Max Boost) Socket AM4 
 
AMD Ryzen 5 2600 
 
Model 
 
Brand                                                    AMD 
 
Processors Type                                    Desktop 
 
Series                                                    Ryzen 5 
 
Name                                                    AMD Ryzen 5 2600 
 
Model                                                   YD2600BBAFBOX 
 
Details 
 
CPU Socket Type                                 Socket AM4 
 
Core Name                                           Pinnacle Ridge 
 
# of Cores                                             6-Core 
 
# of Threads                                         12 
 
Operating Frequency                            3.4 GHz 
 
Max Turbo Frequency                          3.9 GHz 
 
L1 Cache                                              576KB 
 
L2 Cache                                              3MB 
 
L3 Cache                                              16MB 
 
Manufacturing Tech                             12nm 
 
64-Bit Support                                      Yes 
 
Hyper-Threading Support                    Yes 
 
Memory Types                                      DDR4-2933 
 
Memory Channel                                  2 
 
PCI Express Revision                           3.0 
 
Max Number of PCI Express Lanes    16 
 
Thermal Design Power                         65W 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/5203.jpg,http://shopacg.bmic.edu.vn/san-pham/amd-ryzen-5-2600-6-core-3-4-ghz-3-9-ghz-max-boost-socket-am4/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",3249000VND,in stock,wc_post_id_1270,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1270,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3249000VND,new,published,,
wc_post_id_1267,"AMD RYZEN 7 2700 8-Core 3.2 GHz (4.1 GHz Max Boost) Socket AM4","AMD RYZEN 7 2700 8-Core 3.2 GHz (4.1 GHz Max Boost) Socket AM4 
AMD RYZEN 7 2700 8-Core 3.2 GHz (4.1 GHz Max Boost) Socket AM4 
 
AMD Ryzen 7 2700 
 
Model 
 
Brand                                                    AMD 
 
Processors Type                                    Desktop 
 
Series                                                    Ryzen 7 
 
Name                                                    AMD Ryzen 7 2700 
 
Model                                                   YD2700BBAFBOX 
 
Details 
 
CPU Socket Type                                 Socket AM4 
 
Core Name                                           Pinnacle Ridge 
 
# of Cores                                             8-Core 
 
# of Threads                                         16 
 
Operating Frequency                            3.2 GHz 
 
Max Turbo Frequency                          4.1 GHz 
 
L1 Cache                                              768KB 
 
L2 Cache                                              4MB 
 
L3 Cache                                              16MB 
 
Manufacturing Tech                             12nm 
 
64-Bit Support                                      Yes 
 
Hyper-Threading Support                    Yes 
 
Memory Types                                      DDR4-2933 
 
Memory Channel                                  2 
 
Virtualization Technology Support      Yes 
 
PCI Express Revision                           3.0 
 
Max Number of PCI Express Lanes    16 
 
Thermal Design Power                         65W 
 
Cooling Device                                     Heatsink and fan included 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/4941-1.jpg,http://shopacg.bmic.edu.vn/san-pham/amd-ryzen-7-2700-8-core-3-2-ghz-4-1-ghz-max-boost-socket-am4/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",4599000VND,in stock,wc_post_id_1267,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1267,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4599000VND,new,published,,
2700X_1264,"AMD RYZEN 7 2700X 8-Core 3.7 GHz (4.3 GHz Max Boost) Socket AM4","AMD RYZEN 7 2700X 8-Core 3.7 GHz (4.3 GHz Max Boost) Socket AM4 
 
AMD RYZEN 7 2700X 8-Core 3.7 GHz (4.3 GHz Max Boost) Socket AM4 
 
 
 
 
Mô tả chi tiết 
 
 
 
Brand 
 AMD 
 
 
Processors Type 
Desktop 
 
 
Series 
Ryzen 7 
 
 
Name 
AMD Ryzen 7 2700X 
 
 
Model 
YD270XBGAFBOX 
 
 
CPU Socket Type 
Socket AM4 
 
 
Core Name 
Pinnacle Ridge 
 
 
# of Cores 
8-Core 
 
 
# of Threads 
16 
 
 
Operating Frequency 
3.7 GHz 
 
 
Max Turbo Frequency 
4.3 GHz 
 
 
L2 Cache 
4MB 
 
 
L3 Cache 
16MB 
 
 
Manufacturing Tech 
12nm 
 
 
64-Bit Support 
Yes 
 
 
Hyper-Threading Support 
Yes 
 
 
Memory Types 
DDR4-2933 
 
 
Memory Channel 
2 
 
 
Virtualization Technology Support 
Yes 
 
 
Max Number of PCI Express Lanes 
16 
 
 
Thermal Design Power 
105W 
 
 
Cooling Device 
Heatsink and fan included 
 
 
Supported Technologies 
AMD StoreMI Technology 
AMD SenseMI Technology 
AMD Ryzen™ Master Utility 
 
 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/4941.jpg,http://shopacg.bmic.edu.vn/san-pham/amd-ryzen-7-2700x-8-core-3-7-ghz-4-3-ghz-max-boost-socket-am4/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",5669000VND,out of stock,2700X_1264,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1264,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5669000VND,new,published,,
wc_post_id_1259,"Intel Core i5-9400F (2.9 Upto 4.1GHz/ 9MB /Socket 1151) - NO GPU","Intel Core i5-9400F (2.9 Upto 4.1GHz/ 9MB /Socket 1151) - NO GPU 
Intel Core i5-9400F (2.9 Upto 4.1GHz/ 9MB /Socket 1151) - NO GPU 
THÔNG SỐ KỸ THUẬT 
 
 
 
Tên gọi 
Intel Core i5 9400 
 
 
Hãng sản xuất 
Intel 
 
 
Số nhân 
6 
 
 
Số luồng 
6 
 
 
Tốc độ cơ bản 
2.9GHz 
 
 
Tốc độ tối đa (Max Boost) 
4.1GHz 
 
 
Bộ nhớ đệm 
9MB 
 
 
Hỗ trợ mở khóa hệ số nhân 
Không 
 
 
Socket 
1151v2 
 
 
Phiên bản PCI Express 
3.0 
 
 
Tản nhiệt đi kèm 
 
Mặc định Intel 
 
 
TDP mặc định 
65W 
 
 
Loại RAM hỗ trợ 
DDR4 2666MHz 
 
 
Tiến trình sản xuất 
14nm 
 
 
Bo mạch chủ khuyến nghị đi kèm 
B360, H370, Z370, Z390  (Click để tham khảo) 
 
 
 
X 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/8846.jpg,http://shopacg.bmic.edu.vn/san-pham/intel-core-i5-9400f-2-9-upto-4-1ghz-9mb-socket-1151-no-gpu/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",3699000VND,in stock,wc_post_id_1259,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1259,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3699000VND,new,published,,
wc_post_id_1256,"AMD Ryzen Threadripper 3960X/ 3.0 GHz (4.4 GHz Max Boost)/ 104 MB Cache/ 24 cores / 48 threads/ Socket sTRX4","AMD Ryzen Threadripper 3960X/ 3.0 GHz (4.4 GHz Max Boost)/ 104 MB Cache/ 24 cores / 48 threads/ Socket sTRX4 
AMD Ryzen Threadripper 3960X/ 3.0 GHz (4.4 GHz Max Boost)/ 104 MB Cache/ 24 cores / 48 threads/ Socket sTRX4 
THÔNG SỐ KỸ THUẬT 
 
 
 
 
Mô tả chi tiết 
 
 
Hãng sản xuất 
AMD 
 
 
Chủng loại 
Ryzen 9 
 
 
Dòng CPU 
Threadripper 3960X 
 
 
Socket 
sTRX4 
 
 
Tốc độ 
3.8 GHz (4.5 GHz with boost) 
 
 
Bus Ram hỗ trợ 
3200MHz 
 
 
Nhân CPU 
24 
 
 
Luồng CPU 
48 
 
 
Bộ nhớ đệm 
12MB L2 Cache 
 
128MB L3 Cache 
 
 
Dây truyền công nghệ 
7nm 
 
 
Điện áp tiêu thụ tối đa 
280W 
 
 
 
 
X",http://shopacg.bmic.edu.vn/wp-content/uploads/2020/04/9903-1.jpg,http://shopacg.bmic.edu.vn/san-pham/amd-ryzen-threadripper-3960x-3-0-ghz-4-4-ghz-max-boost-104-mb-cache-24-cores-48-threads-socket-strx4/,"CPU - BỘ VI XỬ LÝ","Shop Linh Kiện Máy Tính",34499000VND,in stock,wc_post_id_1256,http://shopacg.bmic.edu.vn/gio-hang/?add-to-cart=1256,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,34499000VND,new,published,,
